Word; Meaning; Example; Image; Sound; SoundMeaning; SoundExample; PartOfSpeach; Number; Amount; 
equipment; the necessary items for a purpose; The equipment is expensive.; equipment-n.jpg; equipment-n.mp3; equipment-n-meaning.mp3; equipment-n-example.mp3; noun; 1122; 8950; 
north; the direction in which a compass needle points; They traveled north.; north-n.jpg; north-n.mp3; north-n-meaning.mp3; north-n-example.mp3; noun; 1123; 8949; 
mind; be distressed about; Don't mind the noise.; mind-v.jpg; mind-v.mp3; mind-v-meaning.mp3; mind-v-example.mp3; verb; 1124; 8946; 
move; change position; Don't move a muscle.; move-n.jpg; move-n.mp3; move-n-meaning.mp3; move-n-example.mp3; noun; 1125; 8945; 
message; a verbal or written communication; I got your message.; message-n.jpg; message-n.mp3; message-n-meaning.mp3; message-n-example.mp3; noun; 1126; 8938; 
fear; an unpleasant emotion caused by threat; She felt fear.; fear-n.jpg; fear-n.mp3; fear-n-meaning.mp3; fear-n-example.mp3; noun; 1127; 8934; 
afternoon; the time from noon to evening; See you this afternoon.; afternoon-n.jpg; afternoon-n.mp3; afternoon-n-meaning.mp3; afternoon-n-example.mp3; noun; 1128; 8934; 
drink; take liquid into the mouth; Drink some water.; drink-v.jpg; drink-v.mp3; drink-v-meaning.mp3; drink-v-example.mp3; verb; 1129; 8926; 
fully; completely or entirely; I fully understand.; fully-adv.jpg; fully-adv.mp3; fully-adv-meaning.mp3; fully-adv-example.mp3; adverb; 1130; 8911; 
race; a competition of speed; He won the race.; race-n.jpg; race-n.mp3; race-n-meaning.mp3; race-n-example.mp3; noun; 1131; 8901; 
gain; obtain or secure something; She gained confidence.; gain-v.jpg; gain-v.mp3; gain-v-meaning.mp3; gain-v-example.mp3; verb; 1132; 8900; 
strategy; a plan of action; The strategy worked.; strategy-n.jpg; strategy-n.mp3; strategy-n-meaning.mp3; strategy-n-example.mp3; noun; 1133; 8895; 
extra; added to an existing amount; We need extra time.; extra-a.jpg; extra-a.mp3; extra-a-meaning.mp3; extra-a-example.mp3; adjective; 1134; 8885; 
scene; the place where an incident occurs; The scene was chaotic.; scene-n.jpg; scene-n.mp3; scene-n-meaning.mp3; scene-n-example.mp3; noun; 1135; 8882; 
slightly; to a small degree; He was slightly late.; slightly-adv.jpg; slightly-adv.mp3; slightly-adv-meaning.mp3; slightly-adv-example.mp3; adverb; 1136; 8873; 
kitchen; a room where food is prepared; The kitchen is modern.; kitchen-n.jpg; kitchen-n.mp3; kitchen-n-meaning.mp3; kitchen-n-example.mp3; noun; 1137; 8866; 
speech; the expression of thoughts in spoken words; His speech was inspiring.; speech-n.jpg; speech-n.mp3; speech-n-meaning.mp3; speech-n-example.mp3; noun; 1138; 8860; 
arise; occur or happen; Problems may arise.; arise-v.jpg; arise-v.mp3; arise-v-meaning.mp3; arise-v-example.mp3; verb; 1139; 8860; 
network; a system of interconnected people or things; The computer network is down.; network-n.jpg; network-n.mp3; network-n-meaning.mp3; network-n-example.mp3; noun; 1140; 8853; 
tea; a hot drink made from leaves; Would you like some tea?; tea-n.jpg; tea-n.mp3; tea-n-meaning.mp3; tea-n-example.mp3; noun; 1141; 8849; 
peace; freedom from disturbance; They live in peace.; peace-n.jpg; peace-n.mp3; peace-n-meaning.mp3; peace-n-example.mp3; noun; 1142; 8847; 
failure; lack of success; The project was a failure.; failure-n.jpg; failure-n.mp3; failure-n-meaning.mp3; failure-n-example.mp3; noun; 1143; 8841; 
employee; a person employed for wages; The employee was punctual.; employee-n.jpg; employee-n.mp3; employee-n-meaning.mp3; employee-n-example.mp3; noun; 1144; 8821; 
ahead; further forward in space or time; Go straight ahead.; ahead-adv.jpg; ahead-adv.mp3; ahead-adv-meaning.mp3; ahead-adv-example.mp3; adverb; 1145; 8809; 
scale; a graduated range of values; The earthquake measured 6 on the scale.; scale-n.jpg; scale-n.mp3; scale-n-meaning.mp3; scale-n-example.mp3; noun; 1146; 8802; 
hardly; scarcely; I hardly know her.; hardly-adv.jpg; hardly-adv.mp3; hardly-adv-meaning.mp3; hardly-adv-example.mp3; adverb; 1147; 8801; 
attend; be present at; Attend the meeting.; attend-v.jpg; attend-v.mp3; attend-v-meaning.mp3; attend-v-example.mp3; verb; 1148; 8801; 
shoulder; the upper joint of the arm; He hurt his shoulder.; shoulder-n.jpg; shoulder-n.mp3; shoulder-n-meaning.mp3; shoulder-n-example.mp3; noun; 1149; 8800; 
otherwise; in circumstances different from those present; Do it now; otherwise, it'll be late.; otherwise-adv.jpg; otherwise-adv.mp3; otherwise-adv-meaning.mp3; otherwise-adv-example.mp3; adverb; 1150; 8798; 
railway; a track made of rails; The railway crosses the bridge.; railway-n.jpg; railway-n.mp3; railway-n-meaning.mp3; railway-n-example.mp3; noun; 1151; 8793; 
directly; without changing direction or stopping; He went directly home.; directly-adv.jpg; directly-adv.mp3; directly-adv-meaning.mp3; directly-adv-example.mp3; adverb; 1152; 8784; 
supply; make something available; The company supplies tools.; supply-n.jpg; supply-n.mp3; supply-n-meaning.mp3; supply-n-example.mp3; noun; 1153; 8769; 
expression; the process of making known one's thoughts; Freedom of expression is vital.; expression-n.jpg; expression-n.mp3; expression-n-meaning.mp3; expression-n-example.mp3; noun; 1154; 8756; 
owner; a person who owns something; The owner was present.; owner-n.jpg; owner-n.mp3; owner-n-meaning.mp3; owner-n-example.mp3; noun; 1155; 8752; 
associate; connect in the mind; We associate rain with sadness.; associate-v.jpg; associate-v.mp3; associate-v-meaning.mp3; associate-v-example.mp3; verb; 1156; 8743; 
corner; a place where two edges meet; Turn left at the corner.; corner-n.jpg; corner-n.mp3; corner-n-meaning.mp3; corner-n-example.mp3; noun; 1157; 8729; 
past; gone by in time; In past years, life was simpler.; past-a.jpg; past-a.mp3; past-a-meaning.mp3; past-a-example.mp3; adjective; 1158; 8728; 
match; a contest in which people compete; The match was intense.; match-n.jpg; match-n.mp3; match-n-meaning.mp3; match-n-example.mp3; noun; 1159; 8718; 
sport; an activity involving physical exertion; Football is a popular sport.; sport-n.jpg; sport-n.mp3; sport-n-meaning.mp3; sport-n-example.mp3; noun; 1160; 8698; 
status; the relative social or professional position; His status improved.; status-n.jpg; status-n.mp3; status-n-meaning.mp3; status-n-example.mp3; noun; 1161; 8688; 
beautiful; pleasing the senses or mind aesthetically; She is very beautiful.; beautiful-a.jpg; beautiful-a.mp3; beautiful-a-meaning.mp3; beautiful-a-example.mp3; adjective; 1162; 8670; 
offer; present for acceptance; He offered his help.; offer-n.jpg; offer-n.mp3; offer-n-meaning.mp3; offer-n-example.mp3; noun; 1163; 8668; 
marriage; the legally recognized union of partners; Their marriage is strong.; marriage-n.jpg; marriage-n.mp3; marriage-n-meaning.mp3; marriage-n-example.mp3; noun; 1164; 8668; 
hang; suspend or be suspended; Hang the picture here.; hang-v.jpg; hang-v.mp3; hang-v-meaning.mp3; hang-v-example.mp3; verb; 1165; 8668; 
civil; relating to ordinary citizens; Civil rights are important.; civil-a.jpg; civil-a.mp3; civil-a-meaning.mp3; civil-a-example.mp3; adjective; 1166; 8660; 
perform; carry out an action; Perform your duties well.; perform-v.jpg; perform-v.mp3; perform-v-meaning.mp3; perform-v-example.mp3; verb; 1167; 8648; 
sentence; a set of words expressing a statement; This sentence is complete.; sentence-n.jpg; sentence-n.mp3; sentence-n-meaning.mp3; sentence-n-example.mp3; noun; 1168; 8645; 
crime; an action that constitutes an offense; The crime rate is high.; crime-n.jpg; crime-n.mp3; crime-n-meaning.mp3; crime-n-example.mp3; noun; 1169; 8637; 
ball; a solid or hollow spherical object; Throw the ball to me.; ball-n.jpg; ball-n.mp3; ball-n-meaning.mp3; ball-n-example.mp3; noun; 1170; 8636; 
marry; take someone as a spouse; They plan to marry soon.; marry-v.jpg; marry-v.mp3; marry-v-meaning.mp3; marry-v-example.mp3; verb; 1171; 8631; 
wind; the natural movement of air; The wind is strong today.; wind-n.jpg; wind-n.mp3; wind-n-meaning.mp3; wind-n-example.mp3; noun; 1172; 8624; 
truth; the quality of being true; Tell the truth.; truth-n.jpg; truth-n.mp3; truth-n-meaning.mp3; truth-n-example.mp3; noun; 1173; 8618; 
protect; keep safe from harm; Protect your skin from the sun.; protect-v.jpg; protect-v.mp3; protect-v-meaning.mp3; protect-v-example.mp3; verb; 1174; 8610; 
safety; the condition of being protected; Safety is our priority.; safety-n.jpg; safety-n.mp3; safety-n-meaning.mp3; safety-n-example.mp3; noun; 1175; 8609; 
partner; a person who takes part in an undertaking; She is my business partner.; partner-n.jpg; partner-n.mp3; partner-n-meaning.mp3; partner-n-example.mp3; noun; 1176; 8605; 
completely; totally; utterly; I completely forgot.; completely-adv.jpg; completely-adv.mp3; completely-adv-meaning.mp3; completely-adv-example.mp3; adverb; 1177; 8605; 
copy; a thing made to be similar to another; Make a copy of the document.; copy-n.jpg; copy-n.mp3; copy-n-meaning.mp3; copy-n-example.mp3; noun; 1178; 8602; 
balance; an even distribution of weight; Maintain your balance.; balance-n.jpg; balance-n.mp3; balance-n-meaning.mp3; balance-n-example.mp3; noun; 1179; 8601; 
sister; a woman or girl in relation to other children of her parents; My sister is older.; sister-n.jpg; sister-n.mp3; sister-n-meaning.mp3; sister-n-example.mp3; noun; 1180; 8592; 
reader; a person who reads; The reader enjoyed the book.; reader-n.jpg; reader-n.mp3; reader-n-meaning.mp3; reader-n-example.mp3; noun; 1181; 8592; 
below; at a lower level or layer; The temperature is below freezing.; below-adv.jpg; below-adv.mp3; below-adv-meaning.mp3; below-adv-example.mp3; adverb; 1182; 8587; 
trial; a formal examination of evidence; The trial lasted a week.; trial-n.jpg; trial-n.mp3; trial-n-meaning.mp3; trial-n-example.mp3; noun; 1183; 8573; 
rock; the solid mineral material forming part of the earth's surface; The rock was heavy.; rock-n.jpg; rock-n.mp3; rock-n-meaning.mp3; rock-n-example.mp3; noun; 1184; 8567; 
damage; physical harm impairing value or usefulness; The storm caused damage.; damage-n.jpg; damage-n.mp3; damage-n-meaning.mp3; damage-n-example.mp3; noun; 1185; 8552; 
adopt; legally take another's child and bring it up as one's own; They decided to adopt.; adopt-v.jpg; adopt-v.mp3; adopt-v-meaning.mp3; adopt-v-example.mp3; verb; 1186; 8549; 
newspaper; a printed publication containing news; He reads the newspaper daily.; newspaper-n.jpg; newspaper-n.mp3; newspaper-n-meaning.mp3; newspaper-n-example.mp3; noun; 1187; 8544; 
meaning; what is meant by a word or concept; The meaning was clear.; meaning-n.jpg; meaning-n.mp3; meaning-n-meaning.mp3; meaning-n-example.mp3; noun; 1188; 8530; 
light; the natural agent that stimulates sight; The light is too bright.; light-a.jpg; light-a.mp3; light-a-meaning.mp3; light-a-example.mp3; adjective; 1189; 8512; 
essential; absolutely necessary; Sleep is essential.; essential-a.jpg; essential-a.mp3; essential-a-meaning.mp3; essential-a-example.mp3; adjective; 1190; 8512; 
obvious; easily perceived or understood; The answer was obvious.; obvious-a.jpg; obvious-a.mp3; obvious-a-meaning.mp3; obvious-a-example.mp3; adjective; 1191; 8510; 
nation; a large body of people united by common descent; The nation celebrated.; nation-n.jpg; nation-n.mp3; nation-n-meaning.mp3; nation-n-example.mp3; noun; 1192; 8508; 
confirm; establish the truth or correctness; Please confirm your attendance.; confirm-v.jpg; confirm-v.mp3; confirm-v-meaning.mp3; confirm-v-example.mp3; verb; 1193; 8489; 
south; the direction toward the horizon on the right when facing sunrise; They headed south.; south-n.jpg; south-n.mp3; south-n-meaning.mp3; south-n-example.mp3; noun; 1194; 8472; 
length; the measurement or extent of something from end to end; The length is two meters.; length-n.jpg; length-n.mp3; length-n-meaning.mp3; length-n-example.mp3; noun; 1195; 8472; 
branch; a part of a tree that grows out from the trunk; The branch broke off.; branch-n.jpg; branch-n.mp3; branch-n-meaning.mp3; branch-n-example.mp3; noun; 1196; 8456; 
deep; extending far down from the top; The water is very deep.; deep-a.jpg; deep-a.mp3; deep-a-meaning.mp3; deep-a-example.mp3; adjective; 1197; 8444; 
none; not any; None of them came.; none-pron.jpg; none-pron.mp3; none-pron-meaning.mp3; none-pron-example.mp3; pronoun; 1198; 8440; 
planning; the process of making plans; Urban planning is complex.; planning-n.jpg; planning-n.mp3; planning-n-meaning.mp3; planning-n-example.mp3; noun; 1199; 8433; 
trust; firm belief in the reliability of someone; Trust is important in relationships.; trust-n.jpg; trust-n.mp3; trust-n-meaning.mp3; trust-n-example.mp3; noun; 1200; 8428; 
working; engaged in work, especially for a job or profession; She is working on a new project.; working-a.jpg; working-a.mp3; working-a-meaning.mp3; working-a-example.mp3; adjective; 1201; 8422; 
pain; physical suffering caused by illness or injury; He felt a sharp pain in his back.; pain-n.jpg; pain-n.mp3; pain-n-meaning.mp3; pain-n-example.mp3; noun; 1202; 8408; 
studio; a room where an artist, photographer, or musician works; She paints in her studio every morning.; studio-n.jpg; studio-n.mp3; studio-n-meaning.mp3; studio-n-example.mp3; noun; 1203; 8397; 
positive; characterized by the presence rather than the absence of distinguishing features; He has a positive attitude toward life.; positive-a.jpg; positive-a.mp3; positive-a-meaning.mp3; positive-a-example.mp3; adjective; 1204; 8397; 
spirit; the non-physical part of a person which is the seat of emotions and character; The team showed great spirit during the match.; spirit-n.jpg; spirit-n.mp3; spirit-n-meaning.mp3; spirit-n-example.mp3; noun; 1205; 8384; 
college; an educational institution or establishment for higher education; She attends college in New York.; college-n.jpg; college-n.mp3; college-n-meaning.mp3; college-n-example.mp3; noun; 1206; 8375; 
accident; an unfortunate incident that happens unexpectedly and unintentionally; He was injured in a car accident.; accident-n.jpg; accident-n.mp3; accident-n-meaning.mp3; accident-n-example.mp3; noun; 1207; 8374; 
star; to feature or perform as a star in a movie, play, or other production; She will star in the new Broadway show.; star-v.jpg; star-v.mp3; star-v-meaning.mp3; star-v-example.mp3; verb; 1208; 8371; 
hope; a feeling of expectation and desire for a certain thing to happen; I hope you have a great day.; hope-n.jpg; hope-n.mp3; hope-n-meaning.mp3; hope-n-example.mp3; noun; 1209; 8369; 
mark; to make a visible impression or stain on something; Please mark the correct answers with a tick.; mark-v.jpg; mark-v.mp3; mark-v-meaning.mp3; mark-v-example.mp3; verb; 1210; 8326; 
works; the operational parts of a machine or mechanism; The works of the clock are intricate.; works-n.jpg; works-n.mp3; works-n-meaning.mp3; works-n-example.mp3; noun; 1211; 8315; 
league; a collection of people, countries, or groups that combine for a particular purpose; The team plays in the national league.; league-n.jpg; league-n.mp3; league-n-meaning.mp3; league-n-example.mp3; noun; 1212; 8309; 
clear; to remove obstructions or unwanted items from a place; She cleared the table after dinner.; clear-v.jpg; clear-v.mp3; clear-v-meaning.mp3; clear-v-example.mp3; verb; 1213; 8302; 
imagine; to form a mental image or concept of something not present to the senses; Can you imagine living on Mars?; imagine-v.jpg; imagine-v.mp3; imagine-v-meaning.mp3; imagine-v-example.mp3; verb; 1214; 8300; 
through; moving in one side and out of the other side of an opening or location; We walked through the park.; through-adv.jpg; through-adv.mp3; through-adv-meaning.mp3; through-adv-example.mp3; adverb; 1215; 8296; 
cash; money in coins or notes; He paid for the meal in cash.; cash-n.jpg; cash-n.mp3; cash-n-meaning.mp3; cash-n-example.mp3; noun; 1216; 8283; 
normally; under normal or usual conditions; Normally, she leaves the house by 8 AM.; normally-adv.jpg; normally-adv.mp3; normally-adv-meaning.mp3; normally-adv-example.mp3; adverb; 1217; 8265; 
